"Big D 642 Cinnamon Vinyl Urinal Screens ",BIG-642,"Deodorizing Urinal Screen<br><em>(12 urinal screens per case)</em><br>&#13;
· Scent: Cinnamon<br>&#13;
· Color: White<br><strong>Regular Price: $16.95<br><font color=""#FF0000"">Sale Price: $13.15</font></strong><br><br><strong><font color=""#0000ff"">Click here for a copy of the <a href=""http://www.cleanfreak.com/MSDS/bigd-flat-urinal-screens.pdf"" target=""_blank"">Flat Urinal Screen MSDS sheet</a>.</font></strong><br><br>&#13;
Impregnated with long-lasting deodorant, these urinal screens are flexible to fit any urinal contour. Prevents drains clogging while deodorizing for 30-45 days. For other para, and non-para urinal block options, take a look at our complete line of <a href=""http://www.cleanfreak.com/Qstore/c000061.htm"">urinal blocks and screens</a>."
"N-Zyme Bacterial Augmentation Cleaner",NYC-N044-Q12,"Trusted Clean® N-Zyme Cleaner<br><em>(12 quarts per case)</em><br><strong>Regular Price: $51.48<br><font color=""#FF0000"">Sale Price: $37.80</font></strong><br><br><strong><font color=""0000FF"">Click here for a copy of the <a href=""http://www.cleanfreak.com/MSDS/tc-nzyme.pdf"" target=""_blank"">N-Zyme MSDS sheet</a>.</font></strong><br><br>&#13;
Trusted Clean N-Zyme cleaner is an enzymatic bacterial augmentation cleaner for drains and carpets. An activated blend of cultured bacteria designed for a variety of bio-augmentation applications. Containing several selected strains, N-Zyme effectively maintains drains, cleans grease traps, removes spots and stains from carpets, upholstery and rugs. Use in a drain maintenance program and for carpet stain removal procedures. This product can be found in our <a href=""http://www.cleanfreak.com/Qstore/c000211.htm"">specialty carpet chemicals</a> section.<br><br> &#13;
A great product for removing pet urine from carpeting, clothing, upholstery, and other items. For the enzyme to be effective, it needs to be wet. For a typical pet urine accident, simply wet a rag and place over the area for an extended period. The enzyme will attack all the odors and bacteria, which creates those odors, to effective neutralize the smell. After allowing the enzyme to dwell on the stain, take one of our <a href=""http://www.cleanfreak.com/Qstore/c000131.htm"">portable carpet spotters</a>, and <a href=""http://www.cleanfreak.com/procedures/carpet-cleaning-extraction.htm"">extract the stain</a> to remove all chemicals and excess liquid/urine from the carpeting."
"Nyco Cover-All Lotionized Hand Soap",NYC-NL576-G4,"Nyco Cover-All Tropical Lotionized Hair, Hand and &#13;
Body Cleaner<br><em>(4 gallons per case)</em><br>&#13;
· Removes soil, grease and grime<br><strong>Regular Price: $54.08<br><font color=""#FF0000"">Sale Price: $38.64</font>&#13;
</strong><br><br><strong><font color=""0000FF"">Click here for a copy &#13;
of the <a href=""http://www.cleanfreak.com/MSDS/nyco-cover-&#13;%0Aall.pdf"" target=""_blank"">Cover-All Hand Cleaner MSDS &#13;
sheet</a>.</font></strong><br><br>&#13;
Nyco Cover-All is a thick, silky, creamy, &#13;
lathering lotionized cleaner containing lanolin, &#13;
glycerin and other emollients. Because it is pH &#13;
balanced, it leaves your skin clean, soft, smooth &#13;
and protected. The rich luxurious lather &#13;
thoroughly removes soil, grease and grime with a &#13;
lotionized mildness. You can use this product for &#13;
washing your hands, or for cleaning your whole &#13;
body and hair in the shower.<br><br>&#13;
Take a look at our complete line of <a href=""http://www.cleanfreak.com/Qstore/c000007.htm&#13;%0A"">hand soaps and shampoos</a> for other options.&#13;
<br><br><font color=""#0000FF""><strong><u>Directions:</u>&#13;
</strong></font><br><strong>1.)</strong> Wet hands and apply small &#13;
amount of lotionized cleaner in palm of hand.<br><strong>2.)</strong> Rub hands together briskly, &#13;
working lather into knuckles, skin creases and &#13;
around fingernails.<br><strong>3.)</strong> Continue to rub and wash &#13;
hands under running water.<br><strong>4.)</strong> Use fingernail brush to &#13;
remove soil from under nails.<br><strong>5.)</strong> Rinse hands thoroughly with &#13;
clean water and dry.<br><br><strong>*Please Note:</strong> For use in shower, &#13;
apply lotionized in palm of hand and apply to hair &#13;
or body. Lather thoroughly and rinse.<br><br><table width=""100%"" border=""0"" cellspacing=""1"" cellpadding=""0"" class=""verdanaLinks"">
<tr><td colspan=""2""><font color=""#0000FF""><strong>&#13;
<u>Specifications:</u></strong></font></td></tr>
<tr bgcolor=""#FFFFCC"">
<td width=""30%"">&#13;
<strong>Color:</strong>
</td>
<td width=""70%"">Pearlized white</td>
</tr>
<tr>
<td><strong>Fragrance:</strong></td>
<td>&#13;
<span>Tropical coconut</span>
</td>
</tr>
<tr bgcolor=""#FFFFCC"">
<td>
<strong>pH:</strong>&#13;
</td>
<td>7.0</td>
</tr>
<tr>
<td><strong>Viscosity:</strong></td>&#13;
<td>Thick</td>
</tr>
<tr bgcolor=""#FFFFCC"">
<td><strong>Solutbility in &#13;
Water:</strong></td>
<td>Complete</td>
</tr>
<tr>
<td><strong>Specific Gravity:</strong></td>&#13;
<td>1.03</td>
</tr>
</table>"
"Lotionized Hand Soap",NYC-NL358-G4,"Nyco Pink-EC Lotionized Hand Soap<br><em>(4 gallons per case)</em><br>&#13;
· For use of hands, body, and hair<br><strong>Regular Price: $38.00<br><font color=""#FF0000"">Sale Price: $27.96</font></strong><br><br><strong><font color=""0000FF"">Click here for a copy of the <a href=""http://www.cleanfreak.com/MSDS/nyco-pink-ec-soap.pdf"" target=""_blank"">Pink-EC Lotionized Hand Cleaner MSDS sheet</a>.</font></strong><br><br>&#13;
This is a thick, silky, creamy pink cleaner, which is part of our larger category of <a href=""http://www.cleanfreak.com/Qstore/c000007.htm"">hand and body cleaners</a>. Pink-EC is tough enough for removing soils, yet gentle enough for your skin and hair. Emollients, lanolin, glycerin and surfactants remove soils thoroughly with a lotion type mildness. It is pH buffered for use on hands, skin, hair and body. A rich luxurious lather is created, and is excellent for complete cleaning. This makes it absolutely ideal for use in the sink, tub or shower in offices, schools, clinics, &amp; health care.<br><br>&#13;
When used in a sink, you'll need to wet your hands and apply a small amount of lotionized cleaner into the palm of your hand. Rub hands together briskly, working a lather into the knuckles, skin creases and around each fingernail. Continue to rub and wash hands under running water. Use a fingernail brush to remove soil from under nails. Rinse hands thoroughly with clean water and dry.<br><br>&#13;
For use in a shower, simply apply cleaner into your palm and apply to your hair and body. Lather thoroughly and rinse.<br><br><table width=""400"" border=""0"" cellspacing=""0"" cellpadding=""0"" class=""verdanaLinks"">
<tr><td colspan=""2""><font color=""#0000FF""><strong><u>Applications:</u></strong></font></td></tr>
<tr>
<td valign=""top"">&#13;
Schools<br>&#13;
Industry<br>&#13;
Motels / Hotels<br>&#13;
Shower Rooms<br>&#13;
Pools<br>&#13;
Garages<br>&#13;
Sports Arena&#13;
</td>&#13;
<td>&#13;
Health Clubs / Spas<br>&#13;
Universities<br>&#13;
Restaurants<br>&#13;
Hand Washing Sinks<br>&#13;
Super Markets<br>&#13;
Transportation Centers<br>&#13;
Offices  &#13;
</td>&#13;
</tr>
</table>
<br><table width=""100%"" border=""0"" cellspacing=""1"" cellpadding=""0"" class=""verdanaLinks"">
<tr><td colspan=""2""><font color=""#0000FF""><strong><u>Specifications:</u></strong></font></td></tr>
<tr bgcolor=""#FFFFCC"">
<td width=""35%""><strong>Color:</strong></td>
<td width=""65%"">Pink</td>
</tr>
<tr>
<td><strong>Odor:</strong></td>
<td>Floral Blend</td>
</tr>
<tr bgcolor=""#FFFFCC"">
<td><strong>pH:</strong></td>
<td>8.0 - 9.0</td>
</tr>
<tr>
<td><strong>Viscosity:</strong></td>
<td>Thick</td>
</tr>
<tr bgcolor=""#FFFFCC"">
<td><strong>Solubility in Water:</strong></td>
<td>Complete</td>
</tr>
<tr>
<td><strong>Specific Gravity:</strong></td>
<td>1.03</td>
</tr>
</table>"
"Nyco Hard Coat Easy Care Floor Finish ",NYC-NL167-G4,"Hard Coat Easy Care Floor Finish<br><em>(4 gallons per case)</em><br>&#13;
· 19% solids<br><strong>Regular Price: $84.76<br><font color=""#FF0000"">Sale Price: $69.20</font></strong><br><br><strong><font color=""0000FF"">Click here for a copy of the <a href=""http://www.cleanfreak.com/MSDS/nyco-hard-coat.pdf"" target=""_blank"">Hard Coat Floor Finish MSDS sheet</a>.</font></strong><br><br> &#13;
Beautiful high-gloss finish for all resilient floors. A unique blend of newly developed metal crosslinked acrylic copolymers formulated into an extremely high gloss, durable floor seal and finish. Easy to apply. This detergent resistant finish retains a beautiful shine after damp mopping. Resists black heel marking. Easy to remove with selected strippers. Responds well to spray buffing and burnishing. For other options, please take a look at our complete line of <a href=""http://www.cleanfreak.com/Qstore/c000009.htm"">floor wax and finish</a>."
"Floor Buffer Wax Finish Restorer",NYC-N170-G2,"Trusted Clean ""Restore"" Floor Finish Restorer<br><em>(Spray buffing solution restores brilliant shine to floor finish)</em><br>&#13;
· 2 gallons per case<br><strong>Regular Price: $38.40<br><font color=""#FF0000"">Sale Price: $28.24</font></strong><br><br><strong><font color=""0000FF"">Click here for a copy of the <a href=""http://www.cleanfreak.com/MSDS/tc-restore.pdf"" target=""_blank"">Restore MSDS sheet</a>.</font></strong><br><br>&#13;
Trusted Clean® Restore is a <a href=""http://www.cleanfreak.com/Qstore/c000044.htm"">floor buffing finish restorer solution</a>, and multi-purpose companion product for any high speed floor maintenance program. You can use it as a mop-on floor finish restorer in high speed burnishing programs, or use as a spray buff compound in traditional <a href=""http://www.cleanfreak.com/procedures/spray-buffing-a-floor.htm"">spray buffing procedures</a>. This restorer brings back the 'wet look' appearance of the floor and extends time between <a href=""http://www.cleanfreak.com/procedures/stripping-a-floor.htm"">stripping</a> and <a href=""http://www.cleanfreak.com/procedures/applying-floor-finish.htm"">re-coating</a>. Saves time and labor. Versatile and easy to use. Compatible with all quality floor finishes.<br><br><strong><font color=""#0000FF""><strong><u>Directions:</u></strong></font><br>&#13;
Surface Preparation:</strong> Remove all debris and loose soil with a dry mop or broom.  Daily maintenance of dry mopping and routine scrubbing with <a href=""http://www.cleanfreak.com/Qstore/p000276.htm"">neutral cleaning detergent</a> is recommended.<br><strong>For Spray Buffing Applications:</strong> Dilute 1 part Restore with 2 parts water.  Use conventional spraying methods and apply a fine mist in front of your burnisher/buffer.<br><strong>For Mopping Applications:</strong> If working on an area that is excessively soiled, a neutral cleaner should be used, and the area damp mopped. Dilute 1 part Restore with 5 parts of water. Damp mop surface and let dry. This area may be burnished with a <a href=""http://www.cleanfreak.com/Qstore/c000077.htm"">high speed electric burnisher</a> immediately after it dries. A quality <a href=""http://www.cleanfreak.com/Qstore/c000105.htm"">high speed polishing pad</a> is recommended.<br><br><font color=""#0000FF""><strong><u>Specifications:</u></strong></font><br><strong>Color:</strong> White<br><strong>Scent:</strong> Pleasant<br><strong>Dilution for Burnishing:</strong> 1:5<br><strong>Dilution for Spray Buffing:</strong> 1:2"
"Neutral Clean Floor Cleaning Solution",NYC-N158-G2,"Trusted Clean Neutral Clean Floor &amp; All Purpose Cleaner<br><em>(2 Gallons per Case)</em><br>&#13;
· Fresh lemon lime scent<br>&#13;
· Mix 1 ounce per gallon of water<br><strong>Regular Price: $24.04<br><font color=""#FF0000"">Sale Price: $17.68</font></strong><br><br><strong><font color=""#0000FF"">Click here for a copy of the <a href=""http://www.cleanfreak.com/MSDS/tc-neutral-clean.pdf"" target=""_blank"">Neutral Clean MSDS sheet</a>.</font></strong><br><br>&#13;
Trusted Clean Neutral Cleaner is a remarkable no-rinse, floor and all purpose cleaner. It can be found in our <a href=""http://www.cleanfreak.com/Qstore/c000008.htm"">floor cleaning soaps</a> department. This solution has has a neutral pH formula, which lifts the dirt and leaves the gloss on any washable surface. Low-foam formula works excellent in <a href=""http://www.cleanfreak.com/Qstore/automatic-walk-behind-scrubbers.htm"">automatic walk behind scrubbers</a> and with <a href=""http://www.cleanfreak.com/Qstore/c000080.htm"">floor scrubbing buffers</a>. Biodegradable, economical and concentrated. Leaves a fresh lemon lime scent. Dilutes at 1 oz. per gallon of water for effective cleaning."
"Sealed Wood Floor Cleaning Soap",BRU-193021-26,"Brulin TerraGreen Neutral Wood Floor Cleaning Soap<br><em>(6 quarts per case)</em><br>&#13;
· Blooming citrus scent<br>&#13;
· Mix ¼ ounce per gallon of water<br>&#13;
· Green Seal Certified<br><strong>Regular Price: $91.98<br><font color=""#FF0000"">Sale Price: $67.68</font></strong><br><br><strong><font color=""#0000FF"">Click here for a copy of the <a href=""http://www.cleanfreak.com/MSDS/brulin-terragreen-neutral-cleaner.pdf"" target=""_blank"">Brulin TerraGreen Neutral Cleaner</a>.</font></strong><br><br> &#13;
In only one easy step, the ""TerraGreen Neutral Cleaner"" wood floor cleaner, can safely remove dirt, grime, and other environmental pollutants. It is a Green Seal Certified cleaner that requires no need to rinse, polish, or buff your sealed hardwood floors after cleaning! There is no sticky hazy build up, it is a natural clean shine. The canteen, quart containers conveniently house a measuring device to increase efficiency and decrease waste. No more uselessly adding too much chemical to your water, which often times leaves a haze behind after your done mopping your wood floors.<br><br>&#13;
Simply mix this wood floor cleaning solution 1 part solution to 512 parts water (1:512). That's 1/4 ounce of solution per gallon of water! That means that this quart canteen makes 128 gallons of ready to use wood floor cleaning solution! Take a look at our complete line of <a href=""http://www.cleanfreak.com/Qstore/c000008.htm"">floor cleaning soaps</a>, or our <a href=""http://www.cleanfreak.com/Qstore/c000149.htm"">specialty stone care products</a> for other options. Improper use or dilution could result in damage to cleaning surfaces or to personal health. Please follow label directions.<br><br><font color=""#0000FF""><strong><u>Features:</u></strong></font><br>&#13;
· 1 step cleaning, no need for rinsing.<br>&#13;
· Non-toxic and safe to use around your family and pets.<br>&#13;
· No harsh chemicals like ammonia or bleach that can damage sealed wood surfaces.<br>&#13;
· No unpleasant aromas or caustic odors, leaving behind a pure, terrific blooming citrus scent.<br>&#13;
· No sticky, oily, hazy, or cloudy build up left behind.<br>&#13;
· Leaves behind a streak free surface, with a clean and natural shine.<br><br><table width=""100%"" border=""0"" cellspacing=""1"" cellpadding=""0"" class=""verdanaLinks"">
<tr><td colspan=""2""><font color=""#0000FF""><strong><u>Specifications:</u></strong></font></td></tr>
<tr bgcolor=""#FFFFCC"">
<td width=""25%""><strong>Dilution:</strong></td>
<td width=""75%"">1:512 (product/water)</td>
</tr>
<tr>
<td><strong>Working pH:</strong></td>
<td>7.3</td>
</tr>
<tr bgcolor=""#FFFFCC"">
<td><strong>Color:</strong></td>
<td>Red-Orange</td>
</tr>
<tr>
<td><strong>Odor:</strong></td>
<td>Citrus/Floral</td>
</tr>
<tr bgcolor=""#FFFFCC"">
<td><strong>Health Rating:</strong></td>
<td>1 (In-Use)</td>
</tr>
<tr>
<td><strong>USDA:</strong></td>
<td>A1 (LG)</td>
</tr>
</table>
<br><br><a href=""http://www.greenseal.org/"" target=""_blank"" title=""Green Seal certified neutral cleaner""><img src=""http://www.cleanfreak.com/Qimages/green-seal-products.jpg"" alt=""Green Seal certified product"" width=""125"" height=""125"" align=""left"" style=""margin: 0 10px 0 0""></a> We here at Cleanfreak offer several <a href=""http://www.greenseal.org/"" target=""_blank"">Green Seal Certified</a> environmentally friendly cleaning products. Green Seal has sustainability standards for products, services, and companies, which are developed in an open, transparent, and stakeholder-involved process. Green Seal standards provide criteria and guidelines for manufacturers, service providers, and companies to work toward sustainability and Green Seal certification.<br><br>&#13;
This product meets the Green Seal environmental standard for industrial and institutional cleaners based on its reduced human and environmental toxicity and reduced volatile organic compound content."
"Film Off Floor Film Neutralizer",NYC-N107-Q6,"Trusted Clean Film Off Floor Film Neutralizer<br><em>(6 quarts per case)</em><br>&#13;
· Neutral scent<br>&#13;
· Mix 1-2 ounces per gallon of water<br>&#13;
· For neutralizing and conditioning floors<br><strong>Regular Price: $30.72<br><font color=""#FF0000"">Sale Price: $22.62</font></strong><br><br><strong><font color=""0000FF"">Click here for a copy of the <a href=""http://www.cleanfreak.com/MSDS/tc-film-off.pdf"" target=""_blank"">Film Off MSDS sheet</a>.</font></strong><br><br>&#13;
Upon completion of a <a href=""http://www.cleanfreak.com/procedures/stripping-a-floor.htm"">complete floor stripping</a>, or even a rinse/cleaning of your hard floor surface, mix 1 to 2 ounces of ""Film Off"" per gallon of hot water. Make sure to use a new, or thoroughly cleaned <a href=""http://www.cleanfreak.com/Qstore/c000012.htm"">mop bucket</a>. Simply rinse your floor with a mop on application, or by using an <a href=""http://www.cleanfreak.com/Qstore/automatic-walk-behind-scrubbers.htm"">automatic scrubber</a> and following our <a href=""http://www.cleanfreak.com/procedures/automatic-floor-scrubbing.htm"">auto scrubbing procedures</a>. Allow the floor to dry completely, then apply your <a href=""http://www.cleanfreak.com/Qstore/c000009.htm"">floor finish</a> as you normally would. This help extends the life of the finish, improves appearance and extends the time between strippings.<br><br>&#13;
The white alkaline film left on floors after stripping, or after using ice melting compounds can prevent floor seals and finishes from adhering properly. Ice melting compounds can also dull and damage floor finish. Film Off can restore colors and neutralize the floor surface to ensure maximum performance from your floor finish. To neutralize ice melt residue, dilute 2 ounces per gallon of water and mop floor with a clean mop, change water frequently.<br><br>&#13;
Film off can also be used as a carpet rinse with an extractor, like our <a href=""http://www.cleanfreak.com/Qstore/p002307.htm"">hot water carpet extractor</a>, to remove that graying effect that can occur after carpet cleaning. The carpet can be left in alkaline condition when using a powerful cleaning agent and will need to be neutralized, much like a floor, to achieve a truly natural state. You can read more about these procedures in our <a href=""http://www.cleanfreak.com/procedures/carpet-cleaning-extraction.htm"">carpet cleaning extraction instructions</a> guide.<br><br> &#13;
If you looking for a product that strictly removes ice melt, please take a look at our <a href=""http://www.cleanfreak.com/Qstore/p002262.htm"">Concept ""915"" ice melt residue remover</a>, which can be found along with this product in our <a href=""http://www.cleanfreak.com/Qstore/c000008.htm"">floor cleaning soaps &amp; solutions</a> category."
"Carpet & Upholstery Cleaner Chemical",NYC-N513-G2,"Trusted Clean Extraction Care Carpet &amp; Upholstery Cleaner<br><em>(2 Gallons per case)</em><br>&#13;
· pH: 11.5<br>&#13;
· Scent: Mild Chlorinated Solvent<br><strong>Regular Price: $40.20<br><font color=""#FF0000"">Sale Price: $29.56</font></strong><br><br><strong><font color=""0000FF"">Click here for a copy of the <a href=""http://www.cleanfreak.com/MSDS/tc-extraction-care.pdf"" target=""_blank"">Extraction Care MSDS sheet</a>.</font></strong><br><br>&#13;
Powerful cleaning agents located within the formula for this product eliminate carpet soil instantly. Trusted Clean Extraction Care is a concentrated blend of wetting agents, penetrants, sequestrants and alkaline builders that can clean carpets beautifully. Stain blocking additives resist new surface soils. Super concentrated, biodegradable, low foaming formulation, with a pH of 11.5 leaves your carpet and upholstery extremely clean. We recommend using our <a href=""http://www.cleanfreak.com/Qstore/p002269.htm"">carpet rinse &amp; neutralizer</a> after cleaning with Extraction Care to remove all remaining residue from the carpet fibers.<br><br>&#13;
Extraction Care has a slightly chlorinated smell associated with it, so we always recommend mixing in a <a href=""http://www.cleanfreak.com/Qstore/c000035.htm"">deodorizing solution</a> with your extraction shampoo. This will help to leave a pleasant scent in the air when you're done cleaning the carpet or upholstery. This solution can be used in any of our heated or non-heated <a href=""http://www.cleanfreak.com/Qstore/c000075.htm"">box extractors</a>, <a href=""http://www.cleanfreak.com/Qstore/c000131.htm"">portable carpet spotters</a>, or <a href=""http://www.cleanfreak.com/Qstore/c000074.htm"">carpet scrubbers</a>. A heated machine will more than likely help you to accomplish your cleaning tasks more quickly. We actually recommend all of our <a href=""http://www.cleanfreak.com/Qstore/c000058.htm"">carpet cleaning shampoo chemicals</a> for use in all types of extraction equipment, whether they use hot or cold water.<br><br><font color=""#0000FF""><strong><u>Specifications:</u></strong></font><br><strong>Dilution Rate:</strong> 1 ounce of solution per 1 gallon of water<br><strong>Fragrance:</strong> Mild chlorinated solvent<br><strong>pH:</strong> 11.5"
"Bonnet Buffing & Traffic Lane Spotter",NYC-N508-G2,"Trusted Clean Traffic Lane Cleaner &amp; Spot Remover<br><em>(2 gallons per case)</em><br>&#13;
· pH: 9.5 - 10.5<br>&#13;
· Scent: Pleasant<br><strong>Regular Price: $23.96<br><font color=""#FF0000"">Sale Price: $17.62</font></strong><br><br><strong><font color=""0000FF"">Click here for a copy of the <a href=""http://www.cleanfreak.com/MSDS/tc-traffic-lane-cleaner.pdf"" target=""_blank"">Traffic Lane Cleaner MSDS sheet</a>.</font></strong><br><br>&#13;
Use this dual purpose cleaner for carpet, rug, and upholstery spotting. Formulated to remove a wide variety of both water and oil based soils. Fast acting, and low foaming, the traffic lane cleaner excels as a bonnet cleaning solution for carpets and rugs. Special penetrating agents and surfactants also act as an effective pre-spray solution for traffic lanes and other heavily soiled areas prior to extracting or rotary shampooing. Periodic spotting of water and oil based soils can also be done with this versatile product. Use as a booster in extraction or rotary cleaning solutions for industrial settings or other excessively soiled areas.<br><strong>THIS PRODUCT CONTAINS NO DYE</strong><br><br>&#13;
For a more comprehensive selection of our carpet cleaning chemicals, please check out our full lines of <a href=""http://www.cleanfreak.com/Qstore/c000058.htm"">extractor carpet shampoos</a> and <a href=""http://www.cleanfreak.com/Qstore/c000064.htm"">bonnet scrubbing chemicals</a>.<br><br><table width=""500"" class=""verdanaLinks"">
<tr>
<td width=""250""><strong><u>Applications:</u></strong></td>
<td width=""250""><strong><u>For Use In:</u></strong></td>
</tr>
<tr valign=""top"">
<td>Carpet Bonnet Buffing<br>&#13;
Traffic Lane Pre-Spray<br>&#13;
Rugs / Upholstery<br>&#13;
Spotting<br>&#13;
Linens &amp; Laundry<br>&#13;
Automotive Detailing<br>&#13;
Transportation Centers</td>&#13;
<td>Motel/Hotel<br>&#13;
Restaurants/Cafeterias<br>&#13;
Schools/Universities<br>&#13;
Residential<br>&#13;
Industry<br>&#13;
Health Care<br>&#13;
Sports Arenas<br>&#13;
Boat/Marine/Recreation Vehicles</td>&#13;
</tr>
</table>
<br><strong><u><font color=""#0000FF"">Directions</font></u></strong>:<br><strong>Bonnet Buffing:</strong> Dilute solution 1:16 with water (1:8 for heavy soils). Spray on carpet or dampen bonnet in solution. Buff carpet using rotary scrubber in overlapping patterns.<br><strong>Traffic Lane Cleaning/Pre-Spray:</strong> Dilute solution 1:5 with water. Spray onto soiled areas, agitate with a clean carpet brush. Extract or shampoo carpet in normal manner.<br><strong>Spotting:</strong> Dilute solution up to 1:8. Spray or apply to spot/stain. Allow time to penetrate spot/stain. Blot spot/stain with clean white cloth until spot/stain is gone. Repeat procedures until spot/stain is removed.<br><br><strong><u><font color=""#0000FF"">Chemical &amp; Physical Properties:</font></u></strong><br><strong>Color:</strong> Clear liquid<br><strong>Scent:</strong> Pleasant<br><strong>pH:</strong> 9.5 - 10.5<br><strong>Viscosity:</strong> Water Thin<br><strong>Solubility in Water:</strong> Complete<br><strong>Specific Gravity:</strong> 0.99"
"Looped End Medium Blue Mop  ",OCE-97156,"Medium Looped Blue Wet Mop<br><em>(Good for scrubbing &amp; stripping)</em><br>&#13;
· Size: Medium<br>&#13;
· 1 mop per pack<br><strong>Regular Price: $11.61<br><font color=""#FF0000"">Sale Price: $7.74</font></strong><br><br>&#13;
This blue Maxiclean mop is a cotton and synthetic blended yarn mop, which has looped ends for excellent absorbency and durability. The 1/2"" fantail design allows the mop to cover more area, saving you labor. The looped ends also keep the mop from fraying or raveling, also meeting all green environmental standards. The 5"" mesh band fits perfectly into our <a href=""http://www.cleanfreak.com/Qstore/p000295.htm"">Clencher Super Jaws mop handle</a>. Take a look at our complete line of <a href=""http://www.cleanfreak.com/Qstore/c000011.htm"">floor stripping and scrubbing mops</a> for other options, including a more <a href=""http://www.cleanfreak.com/Qstore/p000284.htm"">launderable green mop</a>."
"Looped Large Blue Wet Mop",OCE-97157,"Looped Large Blue Wet Mop<br><em>(Great for scrubbing &amp; stripping)</em><br>&#13;
· Size: Large<br>&#13;
· 1 mop per pack<br><strong>Regular Price: $13.77<br><font color=""#FF0000"">Sale Price: $9.18</font></strong><br><br>&#13;
This blue looped wet mop is a great economy mop for general daily mopping and stripping. Constructed of cotton/synthetic ""blended"" yarn provides excellent absorbency and durability. The fantail design allows more of the mop to actual touch the floor, cutting down on your cleaning time. This large mop will not fray, unravel, or have tangled ends, like some our other <a href=""http://www.cleanfreak.com/Qstore/c000011.htm"">medium and large wet mops</a>. The 5"" mesh band fits into the <a href=""http://www.cleanfreak.com/Qstore/p000295.htm"">Super Jaws wet mop handle</a> for increased flexibility."
"Launderable Looped Medium Green Wet Mop",OCE-97146,"MaxiClean Looped End Launderable Medium Green Wet Mop<br><em>(Cotton &amp; synthetic blend mop)</em><br>&#13;
· Size: Medium<br>&#13;
· 1 mop per pack<br><strong>Regular Price: $11.61<br><font color=""#FF0000"">Sale Price: $7.74</font></strong><br><br>&#13;
The MaxiClean cotton/synthetic blend mop is one of our great <a href=""http://www.cleanfreak.com/Qstore/c000011.htm"">medium sized economy mops</a>, which is used for general daily mopping when used with one of our <a href=""http://www.cleanfreak.com/Qstore/c000008.htm"">floor cleaning soaps</a>. The blended yarn lasts up to six times longer than cut end mops, while providing excellent absorbency and durability. The  fantail design helps cover  twice the area in about half the time compared to cut end mops. With a 5"" headband, we recommend using this MaxiClean green mop with our <a href=""http://www.cleanfreak.com/Qstore/p000295.htm"">super jaws wet mop handle</a>. This mop handle makes it extremely easy to fit the mop head into the wringer of one of our <a href=""http://www.cleanfreak.com/Qstore/c000012.htm"">mop buckets &amp; wringer combos</a>.<br><br><font color=""#0000FF""><strong><u>Features:</u></strong></font><br>&#13;
· Cotton &amp; synthetic ""blended"" yarn provides excellent absorbency and durability.<br>&#13;
· Fantail allows mop to cover more floor area per stroke, saving time and labor.<br>&#13;
· No tangled ends, or fraying or raveling due to looped ends.<br>&#13;
· Meets today's Green standards."
"Large Green Wet Mop - Looped Narrow Band",OCE-97147-NB,"Looped Narrow Band Large Green Wet Mop<br><em>(Great for scrubbing &amp; stripping)</em><br>&#13;
· Size: Large<br>&#13;
· 1 mop per pack<br><strong>Regular Price: $13.77<br><font color=""#FF0000"">Sale Price: $9.18</font></strong><br><br>&#13;
This narrow band green wet mop is a great economy mop for general daily mopping. It is a large mop that has looped ends that help eliminate fraying or unraveling.  The blended yarn in this looped mop lasts up to six times longer than cut end mops and can cover twice the area in about half the time. Makes an excellent strip mop when used with our <a href=""http://www.cleanfreak.com/Qstore/c000010.htm"">floor stripping solutions</a>. The narrow headband is recommended for use with the <a href=""http://www.cleanfreak.com/Qstore/p000295.htm"">Clencher Super Jaws mop handle</a>, or the <a href=""http://www.cleanfreak.com/Qstore/p000294.htm"">Quick Change mop handle</a>. Take a look at our <a href=""http://www.cleanfreak.com/procedures/wet-mopping.htm"">floor mopping procedures</a> for hints and tips on an efficient mopping procedure."
"White Looped End Medium Wet Mop",OCE-97176,"White Looped End Medium Wet Mop<br><em>(Great for cleaning &amp; stripping)</em><br>&#13;
· Size: Medium<br>&#13;
· 1 mop per pack<br><strong>Regular Price: $11.49<br><font color=""#FF0000"">Sale Price: $7.66</font></strong><br><br>&#13;
This looped end wet mop is constructed of blended white yarn, which lasts up to six times longer than our standard <a href=""http://www.cleanfreak.com/Qstore/c000011.htm"">cut end wet mops</a>. They can cover twice the area in about half the time. This medium looped mop has a 5"" headband, and is recommended to be used with our <a href=""http://www.cleanfreak.com/Qstore/p000295.htm"">Clencher Super Jaws mop handle</a>."
